filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
output.wav,0.5980123281478882,0.0013463633367791772,1898.8539791880087,1660.7029271577646,3678.539021809896,0.12886103877314814,-523.6729736328125,145.50775146484375,-74.83572387695312,47.51948547363281,-34.638858795166016,26.224483489990234,-19.686681747436523,-0.3651820719242096,-13.806108474731445,-12.887532234191895,-1.6273775100708008,-12.564207077026367,3.673483371734619,-7.825009822845459,-3.921198844909668,-9.426587104797363,-11.010973930358887,-3.0099501609802246,-6.111316204071045,2.9131195545196533
